iter	AUC:type=Mu	MultiClass	Accuracy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6
398	0.986463562	1.942502131	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
399	0.9864784026	1.942496702	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
400	0.9864974521	1.942487885	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
401	0.986486575	1.942480476	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
402	0.9864977127	1.942472996	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
403	0.9865138919	1.942465589	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
404	0.9865383389	1.942460313	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
405	0.9865369868	1.942450875	0.7535545024	0.8121442125	0.6081871345	0.6717850288	0.8713235294	0.9961685824	0.6280193237	0.6007905138
406	0.9865458388	1.942441024	0.7541469194	0.8121442125	0.6081871345	0.6730769231	0.8713235294	0.9961685824	0.6280193237	0.6035502959
407	0.9865305731	1.942432694	0.7541469194	0.8121442125	0.6081871345	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
408	0.986540913	1.942428822	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
409	0.9865427431	1.942423583	0.7553317536	0.8136882129	0.612244898	0.6756238004	0.8729281768	0.9961685824	0.6280193237	0.6035502959
410	0.9865595685	1.942416736	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
411	0.9865577864	1.942407125	0.7553317536	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6313253012	0.601980198
412	0.9864515571	1.942383709	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
413	0.9864655524	1.942378442	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
414	0.9864949379	1.942371056	0.7541469194	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6265060241	0.598019802
415	0.9865005596	1.942361437	0.7547393365	0.8136882129	0.612244898	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
416	0.9864254806	1.942336954	0.7541469194	0.8121442125	0.6099706745	0.6743295019	0.8729281768	0.9961685824	0.6298076923	0.598019802
417	0.9864492723	1.942332189	0.7541469194	0.8121442125	0.6099706745	0.6743295019	0.8729281768	0.9961685824	0.6298076923	0.598019802
418	0.9864514803	1.942325453	0.7547393365	0.8121442125	0.6099706745	0.6743295019	0.8729281768	0.9961685824	0.6313253012	0.6007905138
419	0.986439875	1.942316652	0.7547393365	0.8121442125	0.6099706745	0.6743295019	0.8729281768	0.9961685824	0.6313253012	0.6007905138
420	0.9864308912	1.942303666	0.7547393365	0.8136882129	0.6140350877	0.6743295019	0.8729281768	0.9961685824	0.6298076923	0.598019802
421	0.9864432529	1.942298337	0.7553317536	0.8136882129	0.6140350877	0.6743295019	0.8729281768	0.9961685824	0.6313253012	0.6007905138
422	0.9863464977	1.942275925	0.7529620853	0.8136882129	0.6140350877	0.6679462572	0.8713235294	0.9961685824	0.6280193237	0.5956607495
423	0.9863319207	1.942265475	0.7529620853	0.8121442125	0.6099706745	0.6679462572	0.8713235294	0.9961685824	0.6313253012	0.5968379447
424	0.9862984131	1.94225366	0.7511848341	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6265060241	0.5928853755
425	0.9863047559	1.942244335	0.7511848341	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6246973366	0.5956607495
426	0.9863346977	1.942238684	0.7517772512	0.8121442125	0.6081871345	0.6679462572	0.8713235294	0.9961685824	0.6246973366	0.5956607495
427	0.9862972652	1.942220443	0.7529620853	0.8121442125	0.6081871345	0.673040153	0.8729281768	0.9961685824	0.6265060241	0.5952380952
428	0.9863112609	1.942212949	0.7529620853	0.8121442125	0.6081871345	0.673040153	0.8729281768	0.9961685824	0.6265060241	0.5952380952
429	0.9863216182	1.942207495	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
430	0.986273634	1.942192137	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
431	0.9862818846	1.942185669	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
432	0.9862749014	1.942179668	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
433	0.9862785803	1.942172246	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
434	0.9863020402	1.942165197	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
435	0.9863118766	1.942156752	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
436	0.9863110315	1.94215032	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
437	0.9863065807	1.942140768	0.7529620853	0.8121442125	0.6081871345	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.598019802
438	0.9863358712	1.942135982	0.7535545024	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6313253012	0.598019802
439	0.9862615968	1.942115612	0.7535545024	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6313253012	0.598019802
440	0.9862717846	1.94210848	0.7529620853	0.8121442125	0.6099706745	0.6679462572	0.8713235294	0.9961685824	0.6313253012	0.5968379447
441	0.9862627389	1.942100295	0.7535545024	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6313253012	0.598019802
442	0.9862785674	1.942095333	0.7535545024	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6313253012	0.598019802
443	0.9862450184	1.942083856	0.7535545024	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6313253012	0.598019802
444	0.986235942	1.942072224	0.7529620853	0.8121442125	0.6099706745	0.6679462572	0.8713235294	0.9961685824	0.6313253012	0.5968379447
445	0.9862423161	1.942067613	0.7529620853	0.8121442125	0.6099706745	0.6679462572	0.8713235294	0.9961685824	0.6313253012	0.5968379447
446	0.9862744335	1.942059279	0.7535545024	0.8121442125	0.6099706745	0.673040153	0.8729281768	0.9961685824	0.6280193237	0.5968379447
447	0.9863073091	1.942050681	0.7535545024	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6313253012	0.598019802
448	0.9862583223	1.942030037	0.7523696682	0.8121442125	0.6099706745	0.6679462572	0.8713235294	0.9961685824	0.6280193237	0.5956607495
449	0.9862953944	1.942019013	0.7511848341	0.8106060606	0.6058823529	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
450	0.9862953474	1.942011561	0.7511848341	0.8106060606	0.6058823529	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
451	0.9862749004	1.942003311	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
452	0.9862848845	1.941993519	0.7523696682	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6280193237	0.5968379447
453	0.9863005058	1.941984753	0.7523696682	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6280193237	0.5968379447
454	0.9862841583	1.94197826	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
455	0.986291881	1.94196854	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
456	0.986316201	1.941961458	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
457	0.9863121502	1.94195444	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
458	0.9863065709	1.94194884	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
459	0.9863084739	1.941943937	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
460	0.9863139002	1.941936644	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
461	0.9862468664	1.941921345	0.7523696682	0.8136882129	0.6140350877	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
462	0.9862479439	1.941911806	0.7517772512	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6280193237	0.5956607495
463	0.9862541587	1.941906878	0.7523696682	0.8121442125	0.6099706745	0.6666666667	0.8697247706	0.9961685824	0.6280193237	0.5984251969
464	0.9862912333	1.941899512	0.7523696682	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6280193237	0.5968379447
465	0.9862906845	1.941892446	0.7523696682	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6280193237	0.5968379447
466	0.9862879611	1.941887125	0.7523696682	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6280193237	0.5968379447
467	0.9863012275	1.941879443	0.7529620853	0.8136882129	0.6140350877	0.6679462572	0.8697247706	0.9961685824	0.6280193237	0.5968379447
468	0.9863045101	1.941872895	0.7535545024	0.8136882129	0.6140350877	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.5968379447
469	0.9862935054	1.941855871	0.7517772512	0.8106060606	0.6058823529	0.6666666667	0.8697247706	0.9961685824	0.6280193237	0.5984251969
470	0.9862978914	1.941846949	0.7517772512	0.8106060606	0.6058823529	0.6666666667	0.8697247706	0.9961685824	0.6280193237	0.5984251969
471	0.9863123949	1.941842546	0.7535545024	0.8121442125	0.6099706745	0.6717850288	0.8713235294	0.9961685824	0.6280193237	0.5996055227
472	0.9863330229	1.941838049	0.7529620853	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6280193237	0.5968379447
473	0.9863365179	1.941832835	0.7523696682	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6280193237	0.5968379447
474	0.9863432375	1.941825025	0.7535545024	0.8121442125	0.6099706745	0.673040153	0.8713235294	0.9961685824	0.6280193237	0.598019802
475	0.9863423266	1.941816103	0.7517772512	0.8121442125	0.6099706745	0.6666666667	0.8697247706	0.9961685824	0.6246973366	0.5972495088
476	0.9863432258	1.941806673	0.7511848341	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6213592233	0.5972495088
477	0.9862676758	1.941784526	0.7505924171	0.8121442125	0.6099706745	0.6641074856	0.8697247706	0.9961685824	0.6213592233	0.594488189
478	0.9862774726	1.941775307	0.7488151659	0.8121442125	0.6081871345	0.662835249	0.8697247706	0.9961685824	0.6146341463	0.5905511811
479	0.9862790916	1.941768125	0.7494075829	0.8106060606	0.6041055718	0.6653846154	0.8697247706	0.9961685824	0.6146341463	0.5960784314
480	0.9862974904	1.941764983	0.7494075829	0.8106060606	0.6041055718	0.6653846154	0.8697247706	0.9961685824	0.6146341463	0.5960784314
481	0.986276507	1.941757604	0.7505924171	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6180048662	0.5972495088
482	0.9862729285	1.94175334	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6146341463	0.5960784314
483	0.9862976729	1.94174903	0.7505924171	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6180048662	0.5960784314
484	0.9862953015	1.94174232	0.7511848341	0.8136882129	0.6140350877	0.6653846154	0.8697247706	0.9961685824	0.6180048662	0.5960784314
485	0.9863259021	1.941733401	0.7505924171	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6195121951	0.5949119374
486	0.9863145673	1.941724866	0.7505924171	0.8121442125	0.6099706745	0.6653846154	0.8697247706	0.9961685824	0.6195121951	0.5949119374
487	0.9863207619	1.941720902	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6161369193	0.5949119374
488	0.9863310375	1.941715454	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6161369193	0.5949119374
489	0.9863520435	1.941708627	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6161369193	0.5949119374
490	0.986340973	1.941698363	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6161369193	0.5949119374
491	0.9863391984	1.941689804	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6161369193	0.5949119374
492	0.9863010466	1.941677776	0.7494075829	0.8121442125	0.6081871345	0.6641074856	0.8697247706	0.9961685824	0.6161369193	0.5921568627
493	0.9863365782	1.941671987	0.7488151659	0.8121442125	0.6081871345	0.662835249	0.8697247706	0.9961685824	0.6161369193	0.5893909627
494	0.9863245417	1.941668684	0.7494075829	0.8121442125	0.6081871345	0.6641074856	0.8697247706	0.9961685824	0.6161369193	0.5921568627
495	0.9863420233	1.941663823	0.7494075829	0.8121442125	0.6081871345	0.6641074856	0.8697247706	0.9961685824	0.6161369193	0.5921568627
496	0.9863634204	1.941655436	0.7494075829	0.8121442125	0.6081871345	0.6641074856	0.8697247706	0.9961685824	0.6161369193	0.5921568627
497	0.9863140805	1.941636865	0.75	0.8121442125	0.6081871345	0.6640926641	0.8681318681	0.9961685824	0.6195121951	0.5949119374
498	0.9863108646	1.941628658	0.7494075829	0.8121442125	0.6081871345	0.6628131021	0.8681318681	0.9961685824	0.6161369193	0.5949119374
499	0.9863287893	1.941622	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6161369193	0.5949119374
500	0.9863563744	1.941616802	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
501	0.9863473277	1.94160865	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
502	0.9863317132	1.941597605	0.75	0.8121442125	0.6081871345	0.6653846154	0.8697247706	0.9961685824	0.6161369193	0.5949119374
503	0.9863418212	1.941594372	0.7505924171	0.8121442125	0.6081871345	0.6666666667	0.8697247706	0.9961685824	0.6195121951	0.5949119374
504	0.9863776848	1.941588105	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
505	0.9863849602	1.941583925	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
506	0.9863975322	1.941575306	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
507	0.9864052864	1.941569421	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
508	0.9863906797	1.941561021	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
509	0.9863896191	1.941550014	0.7517772512	0.8121442125	0.6099706745	0.6692307692	0.8697247706	0.9961685824	0.6228710462	0.5960784314
510	0.9863910187	1.941545262	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
511	0.9864085529	1.941539396	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
512	0.986418802	1.941533805	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
513	0.9864327989	1.941529445	0.7511848341	0.8121442125	0.6081871345	0.6692307692	0.8697247706	0.9961685824	0.6195121951	0.5960784314
514	0.986443565	1.941524303	0.7511848341	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6228710462	0.5933202358
515	0.9864587503	1.94151594	0.7511848341	0.8121442125	0.6099706745	0.6692160612	0.8713235294	0.9961685824	0.6228710462	0.5905511811
516	0.9864759297	1.94151258	0.7517772512	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6228710462	0.5933202358
517	0.9864617962	1.941503684	0.7505924171	0.8121442125	0.6099706745	0.6679389313	0.8713235294	0.9961685824	0.6228710462	0.5877712032
518	0.9864578916	1.941495639	0.75	0.8106060606	0.6041055718	0.6692160612	0.8713235294	0.9961685824	0.6195121951	0.5905511811
519	0.9864642533	1.941474181	0.75	0.8106060606	0.6041055718	0.6666666667	0.8697247706	0.9961685824	0.6228710462	0.5917159763
520	0.9864950461	1.941464662	0.7505924171	0.8106060606	0.6058823529	0.6666666667	0.8697247706	0.9961685824	0.6262135922	0.5917159763
521	0.9864622641	1.941450943	0.7511848341	0.8106060606	0.6058823529	0.6679462572	0.8697247706	0.9961685824	0.6262135922	0.594488189
522	0.9864678964	1.941445498	0.7505924171	0.8106060606	0.6058823529	0.6666666667	0.8697247706	0.9961685824	0.6262135922	0.5917159763
523	0.9864558948	1.941434202	0.7523696682	0.8121442125	0.6099706745	0.6704980843	0.8713235294	0.9961685824	0.6262135922	0.594488189
524	0.9864489424	1.941422077	0.7517772512	0.8121442125	0.6099706745	0.6666666667	0.8681318681	0.9961685824	0.6262135922	0.5972495088
525	0.9864123039	1.941403941	0.7517772512	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6246973366	0.5956607495
526	0.9864270575	1.941397796	0.7511848341	0.8121442125	0.6099706745	0.6666666667	0.8697247706	0.9961685824	0.6262135922	0.5917159763
527	0.9864261362	1.941391541	0.7517772512	0.8121442125	0.6099706745	0.6679462572	0.8697247706	0.9961685824	0.6262135922	0.594488189
528	0.9864325325	1.941380702	0.7511848341	0.8106060606	0.6058823529	0.6679462572	0.8697247706	0.9961685824	0.6262135922	0.594488189
529	0.9864496344	1.941376028	0.7511848341	0.8106060606	0.6058823529	0.6679462572	0.8697247706	0.9961685824	0.6262135922	0.594488189
530	0.9864473949	1.941371493	0.7511848341	0.8106060606	0.6058823529	0.6679462572	0.8697247706	0.9961685824	0.6262135922	0.594488189
531	0.9864485027	1.941364624	0.7505924171	0.8106060606	0.6041055718	0.6679462572	0.8697247706	0.9961685824	0.6228710462	0.594488189
532	0.9864613895	1.941359125	0.7511848341	0.8121442125	0.6081871345	0.6679462572	0.8697247706	0.9961685824	0.6228710462	0.594488189
533	0.9864643806	1.941350622	0.7511848341	0.8121442125	0.6081871345	0.6679462572	0.8697247706	0.9961685824	0.6228710462	0.594488189
534	0.9864404911	1.941341146	0.7505924171	0.8106060606	0.6041055718	0.6692160612	0.8713235294	0.9961685824	0.6228710462	0.5917159763
535	0.9863642503	1.941316808	0.7488151659	0.8106060606	0.6041055718	0.6641221374	0.8697247706	0.9961685824	0.6228710462	0.5861386139
536	0.9863498159	1.941297738	0.7494075829	0.8106060606	0.6058823529	0.6641221374	0.8697247706	0.9961685824	0.6262135922	0.5861386139
537	0.9863580386	1.941286532	0.7482227488	0.8106060606	0.6058823529	0.6603053435	0.8697247706	0.9961685824	0.6262135922	0.5821782178
538	0.9863661054	1.941281298	0.7488151659	0.8106060606	0.6058823529	0.6615678776	0.8697247706	0.9961685824	0.6262135922	0.5849802372
539	0.9863689572	1.941275091	0.7488151659	0.8106060606	0.6058823529	0.6615678776	0.8697247706	0.9961685824	0.6262135922	0.5849802372
540	0.9863239454	1.941254296	0.7470379147	0.8106060606	0.6041055718	0.659047619	0.8697247706	0.9961685824	0.6228710462	0.5793650794
541	0.9863022155	1.941246216	0.7476303318	0.8121442125	0.6081871345	0.659047619	0.8697247706	0.9961685824	0.6228710462	0.5793650794
542	0.9863161483	1.941241518	0.7476303318	0.8121442125	0.6081871345	0.659047619	0.8697247706	0.9961685824	0.6228710462	0.5793650794
543	0.9863430707	1.941232757	0.7482227488	0.8121442125	0.6081871345	0.6603053435	0.8697247706	0.9961685824	0.6228710462	0.5821782178
544	0.9863341637	1.94122596	0.7476303318	0.8106060606	0.6041055718	0.6603053435	0.8697247706	0.9961685824	0.6228710462	0.5821782178
545	0.9863384005	1.941221065	0.7482227488	0.8106060606	0.6041055718	0.6615678776	0.8697247706	0.9961685824	0.6228710462	0.5849802372
546	0.9863399459	1.941213675	0.7476303318	0.8106060606	0.6041055718	0.6603053435	0.8697247706	0.9961685824	0.6228710462	0.5821782178
547	0.9863537357	1.941205845	0.7482227488	0.8106060606	0.6041055718	0.6615678776	0.8697247706	0.9961685824	0.6228710462	0.5849802372
548	0.9863648586	1.941197519	0.7482227488	0.8106060606	0.6041055718	0.6615678776	0.8697247706	0.9961685824	0.6213592233	0.5861386139
549	0.9863657094	1.941187926	0.75	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6246973366	0.5900990099
550	0.9863575334	1.94117999	0.75	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6246973366	0.5900990099
551	0.9863749344	1.941174801	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
552	0.9863808018	1.941167197	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
553	0.9863873046	1.941164345	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
554	0.9864061816	1.941158	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
555	0.9864065327	1.94115128	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
556	0.986413623	1.941147529	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
557	0.9864332196	1.941143162	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
558	0.9864254926	1.941136237	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
559	0.9864042453	1.941123773	0.7494075829	0.8106060606	0.6058823529	0.6653919694	0.8697247706	0.9961685824	0.6228710462	0.5877712032
560	0.9864039661	1.941116309	0.75	0.8106060606	0.6058823529	0.6666666667	0.8697247706	0.9961685824	0.6228710462	0.5905511811
561	0.986395856	1.941107534	0.75	0.8106060606	0.6058823529	0.6641074856	0.8681318681	0.9961685824	0.6262135922	0.5917159763
562	0.9864130817	1.941095488	0.7505924171	0.8106060606	0.6058823529	0.6679462572	0.8697247706	0.9961685824	0.6228710462	0.5933202358
563	0.9864150025	1.941089863	0.7505924171	0.8106060606	0.6058823529	0.6679462572	0.8697247706	0.9961685824	0.6228710462	0.5933202358
564	0.9864136213	1.941083531	0.7505924171	0.8106060606	0.6058823529	0.6679462572	0.8697247706	0.9961685824	0.6228710462	0.5933202358
565	0.986407558	1.941075004	0.75	0.8106060606	0.6058823529	0.6653846154	0.8681318681	0.9961685824	0.6228710462	0.5933202358
566	0.9864107582	1.941070995	0.75	0.8106060606	0.6058823529	0.6653846154	0.8681318681	0.9961685824	0.6228710462	0.5933202358
567	0.9864257816	1.941059259	0.75	0.8106060606	0.6058823529	0.6653846154	0.8681318681	0.9961685824	0.6228710462	0.5933202358
568	0.9864245615	1.941052526	0.7494075829	0.8106060606	0.6017699115	0.6653846154	0.8681318681	0.9961685824	0.6213592233	0.5933202358
569	0.9864468029	1.941046221	0.7494075829	0.8106060606	0.6017699115	0.6653846154	0.8681318681	0.9961685824	0.6213592233	0.5933202358
570	0.986453589	1.9410394	0.7511848341	0.8106060606	0.6058823529	0.6704980843	0.8713235294	0.9961685824	0.6228710462	0.5933202358
571	0.9864598846	1.941031	0.7505924171	0.8106060606	0.6017699115	0.6704980843	0.8713235294	0.9961685824	0.6198547215	0.594488189
572	0.9864698138	1.94102797	0.7505924171	0.8106060606	0.6017699115	0.6704980843	0.8713235294	0.9961685824	0.6198547215	0.594488189
573	0.9864631991	1.941018004	0.7494075829	0.8106060606	0.6	0.6679462572	0.8697247706	0.9961685824	0.6180048662	0.5933202358
574	0.9864835959	1.941012114	0.7494075829	0.8106060606	0.6	0.6679462572	0.8697247706	0.9961685824	0.6180048662	0.5933202358
575	0.9864871747	1.941007449	0.7494075829	0.8106060606	0.6	0.6679462572	0.8697247706	0.9961685824	0.6180048662	0.5933202358
576	0.9864890636	1.941002086	0.7494075829	0.8106060606	0.6	0.6679462572	0.8697247706	0.9961685824	0.6180048662	0.5933202358
577	0.9864835543	1.940995942	0.7505924171	0.8106060606	0.6	0.6704980843	0.8713235294	0.9961685824	0.6213592233	0.594488189
578	0.9864849432	1.940986469	0.7505924171	0.8106060606	0.6	0.6704980843	0.8713235294	0.9961685824	0.6213592233	0.594488189
579	0.9864909224	1.940979472	0.75	0.8106060606	0.6	0.6679462572	0.8697247706	0.9961685824	0.6213592233	0.594488189
580	0.9865016363	1.940972927	0.7505924171	0.8106060606	0.6	0.6704980843	0.8713235294	0.9961685824	0.6213592233	0.594488189
581	0.9865133551	1.940969653	0.7505924171	0.8106060606	0.6	0.6704980843	0.8713235294	0.9961685824	0.6213592233	0.594488189
582	0.986493085	1.940957825	0.7488151659	0.8106060606	0.6	0.6653846154	0.8681318681	0.9961685824	0.6180048662	0.5933202358
583	0.986495385	1.940947506	0.7494075829	0.8106060606	0.6017699115	0.6653846154	0.8681318681	0.9961685824	0.6213592233	0.5933202358
584	0.9864894696	1.940934639	0.7488151659	0.8106060606	0.6017699115	0.6641074856	0.8681318681	0.9961685824	0.6213592233	0.5905511811
585	0.9864998378	1.940930662	0.7488151659	0.8106060606	0.6017699115	0.6641074856	0.8681318681	0.9961685824	0.6213592233	0.5905511811
586	0.9865030169	1.940922045	0.7494075829	0.8106060606	0.6017699115	0.6666666667	0.8697247706	0.9961685824	0.6213592233	0.5905511811
587	0.9865057084	1.940915715	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
588	0.9864918943	1.940906266	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
589	0.986478643	1.940896223	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
590	0.98650107	1.940891023	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
591	0.9865079139	1.94088504	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
592	0.9865113659	1.94087542	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
593	0.9865114144	1.94086901	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
594	0.9865408612	1.940862164	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
595	0.9865456067	1.940856763	0.75	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6213592233	0.5905511811
